date,scanner_id,shift,shift_start,shift_end,technologist_id
2023-08-04,SC05,AM,2023-08-04 07:00:00,2023-08-04 15:00:00,TECH08
2023-08-04,SC05,PM,2023-08-04 13:00:00,2023-08-04 21:00:00,TECH18
2023-08-04,SC06,AM,2023-08-04 07:00:00,2023-08-04 15:00:00,TECH07
2023-08-04,SC06,PM,2023-08-04 13:00:00,2023-08-04 21:00:00,TECH02
2023-08-04,SC07,AM,2023-08-04 07:00:00,2023-08-04 15:00:00,TECH05
2023-08-04,SC07,PM,2023-08-04 13:00:00,2023-08-04 21:00:00,TECH17
2023-08-04,SC08,AM,2023-08-04 07:00:00,2023-08-04 15:00:00,TECH10
2023-08-04,SC08,PM,2023-08-04 13:00:00,2023-08-04 21:00:00,TECH08
2023-08-07,SC01,AM,2023-08-07 07:00:00,2023-08-07 15:00:00,TECH19
2023-08-07,SC01,PM,2023-08-07 13:00:00,2023-08-07 21:00:00,TECH11
2023-08-07,SC02,AM,2023-08-07 07:00:00,2023-08-07 15:00:00,TECH19
2023-08-07,SC02,PM,2023-08-07 13:00:00,2023-08-07 21:00:00,TECH20
2023-08-07,SC03,AM,2023-08-07 07:00:00,2023-08-07 15:00:00,TECH11
2023-08-07,SC03,PM,2023-08-07 13:00:00,2023-08-07 21:00:00,TECH08
2023-08-07,SC04,AM,2023-08-07 07:00:00,2023-08-07 15:00:00,TECH10
2023-08-07,SC04,PM,2023-08-07 13:00:00,2023-08-07 21:00:00,TECH05
2023-08-07,SC05,AM,2023-08-07 07:00:00,2023-08-07 15:00:00,TECH17
2023-08-07,SC05,PM,2023-08-07 13:00:00,2023-08-07 21:00:00,TECH08
2023-08-07,SC06,AM,2023-08-07 07:00:00,2023-08-07 15:00:00,TECH14
2023-08-07,SC06,PM,2023-08-07 13:00:00,2023-08-07 21:00:00,TECH10
2023-08-07,SC07,AM,2023-08-07 07:00:00,2023-08-07 15:00:00,TECH09
2023-08-07,SC07,PM,2023-08-07 13:00:00,2023-08-07 21:00:00,TECH02
2023-08-07,SC08,AM,2023-08-07 07:00:00,2023-08-07 15:00:00,TECH18
2023-08-07,SC08,PM,2023-08-07 13:00:00,2023-08-07 21:00:00,TECH19
2023-08-08,SC01,AM,2023-08-08 07:00:00,2023-08-08 15:00:00,TECH06
2023-08-08,SC01,PM,2023-08-08 13:00:00,2023-08-08 21:00:00,TECH14
2023-08-08,SC02,AM,2023-08-08 07:00:00,2023-08-08 15:00:00,TECH18
2023-08-08,SC02,PM,2023-08-08 13:00:00,2023-08-08 21:00:00,TECH16
2023-08-08,SC03,AM,2023-08-08 07:00:00,2023-08-08 15:00:00,TECH02
2023-08-08,SC03,PM,2023-08-08 13:00:00,2023-08-08 21:00:00,TECH12
2023-08-08,SC04,AM,2023-08-08 07:00:00,2023-08-08 15:00:00,TECH13
2023-08-08,SC04,PM,2023-08-08 13:00:00,2023-08-08 21:00:00,TECH17
2023-08-08,SC05,AM,2023-08-08 07:00:00,2023-08-08 15:00:00,TECH11
2023-08-08,SC05,PM,2023-08-08 13:00:00,2023-08-08 21:00:00,TECH14
2023-08-08,SC06,AM,2023-08-08 07:00:00,2023-08-08 15:00:00,TECH14
2023-08-08,SC06,PM,2023-08-08 13:00:00,2023-08-08 21:00:00,TECH05
2023-08-08,SC07,AM,2023-08-08 07:00:00,2023-08-08 15:00:00,TECH10
2023-08-08,SC07,PM,2023-08-08 13:00:00,2023-08-08 21:00:00,TECH13
2023-08-08,SC08,AM,2023-08-08 07:00:00,2023-08-08 15:00:00,TECH06
2023-08-08,SC08,PM,2023-08-08 13:00:00,2023-08-08 21:00:00,TECH18
2023-08-09,SC01,AM,2023-08-09 07:00:00,2023-08-09 15:00:00,TECH16
2023-08-09,SC01,PM,2023-08-09 13:00:00,2023-08-09 21:00:00,TECH08
2023-08-09,SC02,AM,2023-08-09 07:00:00,2023-08-09 15:00:00,TECH08
2023-08-09,SC02,PM,2023-08-09 13:00:00,2023-08-09 21:00:00,TECH10
2023-08-09,SC03,AM,2023-08-09 07:00:00,2023-08-09 15:00:00,TECH05
2023-08-09,SC03,PM,2023-08-09 13:00:00,2023-08-09 21:00:00,TECH15
2023-08-09,SC04,AM,2023-08-09 07:00:00,2023-08-09 15:00:00,TECH02
2023-08-09,SC04,PM,2023-08-09 13:00:00,2023-08-09 21:00:00,TECH18
2023-08-09,SC05,AM,2023-08-09 07:00:00,2023-08-09 15:00:00,TECH14
2023-08-09,SC05,PM,2023-08-09 13:00:00,2023-08-09 21:00:00,TECH14
2023-08-09,SC06,AM,2023-08-09 07:00:00,2023-08-09 15:00:00,TECH18
2023-08-09,SC06,PM,2023-08-09 13:00:00,2023-08-09 21:00:00,TECH17
2023-08-09,SC07,AM,2023-08-09 07:00:00,2023-08-09 15:00:00,TECH05
2023-08-09,SC07,PM,2023-08-09 13:00:00,2023-08-09 21:00:00,TECH13
2023-08-09,SC08,AM,2023-08-09 07:00:00,2023-08-09 15:00:00,TECH08
2023-08-09,SC08,PM,2023-08-09 13:00:00,2023-08-09 21:00:00,TECH09
2023-08-10,SC01,AM,2023-08-10 07:00:00,2023-08-10 15:00:00,TECH07
2023-08-10,SC01,PM,2023-08-10 13:00:00,2023-08-10 21:00:00,TECH11
2023-08-10,SC02,AM,2023-08-10 07:00:00,2023-08-10 15:00:00,TECH03
2023-08-10,SC02,PM,2023-08-10 13:00:00,2023-08-10 21:00:00,TECH15
2023-08-10,SC03,AM,2023-08-10 07:00:00,2023-08-10 15:00:00,TECH12
2023-08-10,SC03,PM,2023-08-10 13:00:00,2023-08-10 21:00:00,TECH03
2023-08-10,SC04,AM,2023-08-10 07:00:00,2023-08-10 15:00:00,TECH18
2023-08-10,SC04,PM,2023-08-10 13:00:00,2023-08-10 21:00:00,TECH07
2023-08-10,SC05,AM,2023-08-10 07:00:00,2023-08-10 15:00:00,TECH02
2023-08-10,SC05,PM,2023-08-10 13:00:00,2023-08-10 21:00:00,TECH09
2023-08-10,SC06,AM,2023-08-10 07:00:00,2023-08-10 15:00:00,TECH13
2023-08-10,SC06,PM,2023-08-10 13:00:00,2023-08-10 21:00:00,TECH20
2023-08-10,SC07,AM,2023-08-10 07:00:00,2023-08-10 15:00:00,TECH20
2023-08-10,SC07,PM,2023-08-10 13:00:00,2023-08-10 21:00:00,TECH02
2023-08-10,SC08,AM,2023-08-10 07:00:00,2023-08-10 15:00:00,TECH03
2023-08-10,SC08,PM,2023-08-10 13:00:00,2023-08-10 21:00:00,TECH07
2023-08-11,SC01,AM,2023-08-11 07:00:00,2023-08-11 15:00:00,TECH19
2023-08-11,SC01,PM,2023-08-11 13:00:00,2023-08-11 21:00:00,TECH18
2023-08-11,SC02,AM,2023-08-11 07:00:00,2023-08-11 15:00:00,TECH07
2023-08-11,SC02,PM,2023-08-11 13:00:00,2023-08-11 21:00:00,TECH16
2023-08-11,SC03,AM,2023-08-11 07:00:00,2023-08-11 15:00:00,TECH07
2023-08-11,SC03,PM,2023-08-11 13:00:00,2023-08-11 21:00:00,TECH11
2023-08-11,SC04,AM,2023-08-11 07:00:00,2023-08-11 15:00:00,TECH10
2023-08-11,SC04,PM,2023-08-11 13:00:00,2023-08-11 21:00:00,TECH01
2023-08-11,SC05,AM,2023-08-11 07:00:00,2023-08-11 15:00:00,TECH07
2023-08-11,SC05,PM,2023-08-11 13:00:00,2023-08-11 21:00:00,TECH07
2023-08-11,SC06,AM,2023-08-11 07:00:00,2023-08-11 15:00:00,TECH04
2023-08-11,SC06,PM,2023-08-11 13:00:00,2023-08-11 21:00:00,TECH16
2023-08-11,SC07,AM,2023-08-11 07:00:00,2023-08-11 15:00:00,TECH08
2023-08-11,SC07,PM,2023-08-11 13:00:00,2023-08-11 21:00:00,TECH20
2023-08-11,SC08,AM,2023-08-11 07:00:00,2023-08-11 15:00:00,TECH07
2023-08-11,SC08,PM,2023-08-11 13:00:00,2023-08-11 21:00:00,TECH13
2023-08-14,SC01,AM,2023-08-14 07:00:00,2023-08-14 15:00:00,TECH08
2023-08-14,SC01,PM,2023-08-14 13:00:00,2023-08-14 21:00:00,TECH18
2023-08-14,SC02,AM,2023-08-14 07:00:00,2023-08-14 15:00:00,TECH11
2023-08-14,SC02,PM,2023-08-14 13:00:00,2023-08-14 21:00:00,TECH10
2023-08-14,SC03,AM,2023-08-14 07:00:00,2023-08-14 15:00:00,TECH13
2023-08-14,SC03,PM,2023-08-14 13:00:00,2023-08-14 21:00:00,TECH15
2023-08-14,SC04,AM,2023-08-14 07:00:00,2023-08-14 15:00:00,TECH18
2023-08-14,SC04,PM,2023-08-14 13:00:00,2023-08-14 21:00:00,TECH12
2023-08-14,SC05,AM,2023-08-14 07:00:00,2023-08-14 15:00:00,TECH10
2023-08-14,SC05,PM,2023-08-14 13:00:00,2023-08-14 21:00:00,TECH09
2023-08-14,SC06,AM,2023-08-14 07:00:00,2023-08-14 15:00:00,TECH12
2023-08-14,SC06,PM,2023-08-14 13:00:00,2023-08-14 21:00:00,TECH17
2023-08-14,SC07,AM,2023-08-14 07:00:00,2023-08-14 15:00:00,TECH16
2023-08-14,SC07,PM,2023-08-14 13:00:00,2023-08-14 21:00:00,TECH15
2023-08-14,SC08,AM,2023-08-14 07:00:00,2023-08-14 15:00:00,TECH04
2023-08-14,SC08,PM,2023-08-14 13:00:00,2023-08-14 21:00:00,TECH16
2023-08-15,SC01,AM,2023-08-15 07:00:00,2023-08-15 15:00:00,TECH11
2023-08-15,SC01,PM,2023-08-15 13:00:00,2023-08-15 21:00:00,TECH07
2023-08-15,SC02,AM,2023-08-15 07:00:00,2023-08-15 15:00:00,TECH12
2023-08-15,SC02,PM,2023-08-15 13:00:00,2023-08-15 21:00:00,TECH11
2023-08-15,SC03,AM,2023-08-15 07:00:00,2023-08-15 15:00:00,TECH14
2023-08-15,SC03,PM,2023-08-15 13:00:00,2023-08-15 21:00:00,TECH02
2023-08-15,SC04,AM,2023-08-15 07:00:00,2023-08-15 15:00:00,TECH19
2023-08-15,SC04,PM,2023-08-15 13:00:00,2023-08-15 21:00:00,TECH08
2023-08-15,SC05,AM,2023-08-15 07:00:00,2023-08-15 15:00:00,TECH05
2023-08-15,SC05,PM,2023-08-15 13:00:00,2023-08-15 21:00:00,TECH01
2023-08-15,SC06,AM,2023-08-15 07:00:00,2023-08-15 15:00:00,TECH09
2023-08-15,SC06,PM,2023-08-15 13:00:00,2023-08-15 21:00:00,TECH18
2023-08-15,SC07,AM,2023-08-15 07:00:00,2023-08-15 15:00:00,TECH19
2023-08-15,SC07,PM,2023-08-15 13:00:00,2023-08-15 21:00:00,TECH19
2023-08-15,SC08,AM,2023-08-15 07:00:00,2023-08-15 15:00:00,TECH14
2023-08-15,SC08,PM,2023-08-15 13:00:00,2023-08-15 21:00:00,TECH10
2023-08-16,SC01,AM,2023-08-16 07:00:00,2023-08-16 15:00:00,TECH05
2023-08-16,SC01,PM,2023-08-16 13:00:00,2023-08-16 21:00:00,TECH07
2023-08-16,SC02,AM,2023-08-16 07:00:00,2023-08-16 15:00:00,TECH11
2023-08-16,SC02,PM,2023-08-16 13:00:00,2023-08-16 21:00:00,TECH08
2023-08-16,SC03,AM,2023-08-16 07:00:00,2023-08-16 15:00:00,TECH13
2023-08-16,SC03,PM,2023-08-16 13:00:00,2023-08-16 21:00:00,TECH19
2023-08-16,SC04,AM,2023-08-16 07:00:00,2023-08-16 15:00:00,TECH08
2023-08-16,SC04,PM,2023-08-16 13:00:00,2023-08-16 21:00:00,TECH16
2023-08-16,SC05,AM,2023-08-16 07:00:00,2023-08-16 15:00:00,TECH18
2023-08-16,SC05,PM,2023-08-16 13:00:00,2023-08-16 21:00:00,TECH11
2023-08-16,SC06,AM,2023-08-16 07:00:00,2023-08-16 15:00:00,TECH09
2023-08-16,SC06,PM,2023-08-16 13:00:00,2023-08-16 21:00:00,TECH16
2023-08-16,SC07,AM,2023-08-16 07:00:00,2023-08-16 15:00:00,TECH16
2023-08-16,SC07,PM,2023-08-16 13:00:00,2023-08-16 21:00:00,TECH15
2023-08-16,SC08,AM,2023-08-16 07:00:00,2023-08-16 15:00:00,TECH06
2023-08-16,SC08,PM,2023-08-16 13:00:00,2023-08-16 21:00:00,TECH12
2023-08-17,SC01,AM,2023-08-17 07:00:00,2023-08-17 15:00:00,TECH06
2023-08-17,SC01,PM,2023-08-17 13:00:00,2023-08-17 21:00:00,TECH05
2023-08-17,SC02,AM,2023-08-17 07:00:00,2023-08-17 15:00:00,TECH18
2023-08-17,SC02,PM,2023-08-17 13:00:00,2023-08-17 21:00:00,TECH16
2023-08-17,SC03,AM,2023-08-17 07:00:00,2023-08-17 15:00:00,TECH06
2023-08-17,SC03,PM,2023-08-17 13:00:00,2023-08-17 21:00:00,TECH18
2023-08-17,SC04,AM,2023-08-17 07:00:00,2023-08-17 15:00:00,TECH02
2023-08-17,SC04,PM,2023-08-17 13:00:00,2023-08-17 21:00:00,TECH17
2023-08-17,SC05,AM,2023-08-17 07:00:00,2023-08-17 15:00:00,TECH02
2023-08-17,SC05,PM,2023-08-17 13:00:00,2023-08-17 21:00:00,TECH03
2023-08-17,SC06,AM,2023-08-17 07:00:00,2023-08-17 15:00:00,TECH02
2023-08-17,SC06,PM,2023-08-17 13:00:00,2023-08-17 21:00:00,TECH01
2023-08-17,SC07,AM,2023-08-17 07:00:00,2023-08-17 15:00:00,TECH14
2023-08-17,SC07,PM,2023-08-17 13:00:00,2023-08-17 21:00:00,TECH05
2023-08-17,SC08,AM,2023-08-17 07:00:00,2023-08-17 15:00:00,TECH08
2023-08-17,SC08,PM,2023-08-17 13:00:00,2023-08-17 21:00:00,TECH03
2023-08-18,SC01,AM,2023-08-18 07:00:00,2023-08-18 15:00:00,TECH05
2023-08-18,SC01,PM,2023-08-18 13:00:00,2023-08-18 21:00:00,TECH01
2023-08-18,SC02,AM,2023-08-18 07:00:00,2023-08-18 15:00:00,TECH07
2023-08-18,SC02,PM,2023-08-18 13:00:00,2023-08-18 21:00:00,TECH17
2023-08-18,SC03,AM,2023-08-18 07:00:00,2023-08-18 15:00:00,TECH15
2023-08-18,SC03,PM,2023-08-18 13:00:00,2023-08-18 21:00:00,TECH12
2023-08-18,SC04,AM,2023-08-18 07:00:00,2023-08-18 15:00:00,TECH02
2023-08-18,SC04,PM,2023-08-18 13:00:00,2023-08-18 21:00:00,TECH20
2023-08-18,SC05,AM,2023-08-18 07:00:00,2023-08-18 15:00:00,TECH20
2023-08-18,SC05,PM,2023-08-18 13:00:00,2023-08-18 21:00:00,TECH16
2023-08-18,SC06,AM,2023-08-18 07:00:00,2023-08-18 15:00:00,TECH16
2023-08-18,SC06,PM,2023-08-18 13:00:00,2023-08-18 21:00:00,TECH01
2023-08-18,SC07,AM,2023-08-18 07:00:00,2023-08-18 15:00:00,TECH01
2023-08-18,SC07,PM,2023-08-18 13:00:00,2023-08-18 21:00:00,TECH18
2023-08-18,SC08,AM,2023-08-18 07:00:00,2023-08-18 15:00:00,TECH18
2023-08-18,SC08,PM,2023-08-18 13:00:00,2023-08-18 21:00:00,TECH14
2023-08-21,SC01,AM,2023-08-21 07:00:00,2023-08-21 15:00:00,TECH01
2023-08-21,SC01,PM,2023-08-21 13:00:00,2023-08-21 21:00:00,TECH01
2023-08-21,SC02,AM,2023-08-21 07:00:00,2023-08-21 15:00:00,TECH17
2023-08-21,SC02,PM,2023-08-21 13:00:00,2023-08-21 21:00:00,TECH09
2023-08-21,SC03,AM,2023-08-21 07:00:00,2023-08-21 15:00:00,TECH18
2023-08-21,SC03,PM,2023-08-21 13:00:00,2023-08-21 21:00:00,TECH10
2023-08-21,SC04,AM,2023-08-21 07:00:00,2023-08-21 15:00:00,TECH01
2023-08-21,SC04,PM,2023-08-21 13:00:00,2023-08-21 21:00:00,TECH17
2023-08-21,SC05,AM,2023-08-21 07:00:00,2023-08-21 15:00:00,TECH14
2023-08-21,SC05,PM,2023-08-21 13:00:00,2023-08-21 21:00:00,TECH06
2023-08-21,SC06,AM,2023-08-21 07:00:00,2023-08-21 15:00:00,TECH04
2023-08-21,SC06,PM,2023-08-21 13:00:00,2023-08-21 21:00:00,TECH04
2023-08-21,SC07,AM,2023-08-21 07:00:00,2023-08-21 15:00:00,TECH17
2023-08-21,SC07,PM,2023-08-21 13:00:00,2023-08-21 21:00:00,TECH05
2023-08-21,SC08,AM,2023-08-21 07:00:00,2023-08-21 15:00:00,TECH08
2023-08-21,SC08,PM,2023-08-21 13:00:00,2023-08-21 21:00:00,TECH07
2023-08-22,SC01,AM,2023-08-22 07:00:00,2023-08-22 15:00:00,TECH20
2023-08-22,SC01,PM,2023-08-22 13:00:00,2023-08-22 21:00:00,TECH17
2023-08-22,SC02,AM,2023-08-22 07:00:00,2023-08-22 15:00:00,TECH09
2023-08-22,SC02,PM,2023-08-22 13:00:00,2023-08-22 21:00:00,TECH12
2023-08-22,SC03,AM,2023-08-22 07:00:00,2023-08-22 15:00:00,TECH09
2023-08-22,SC03,PM,2023-08-22 13:00:00,2023-08-22 21:00:00,TECH13
2023-08-22,SC04,AM,2023-08-22 07:00:00,2023-08-22 15:00:00,TECH03
2023-08-22,SC04,PM,2023-08-22 13:00:00,2023-08-22 21:00:00,TECH12
2023-08-22,SC05,AM,2023-08-22 07:00:00,2023-08-22 15:00:00,TECH13
2023-08-22,SC05,PM,2023-08-22 13:00:00,2023-08-22 21:00:00,TECH15
2023-08-22,SC06,AM,2023-08-22 07:00:00,2023-08-22 15:00:00,TECH19
2023-08-22,SC06,PM,2023-08-22 13:00:00,2023-08-22 21:00:00,TECH08
2023-08-22,SC07,AM,2023-08-22 07:00:00,2023-08-22 15:00:00,TECH08
2023-08-22,SC07,PM,2023-08-22 13:00:00,2023-08-22 21:00:00,TECH10
2023-08-22,SC08,AM,2023-08-22 07:00:00,2023-08-22 15:00:00,TECH03
2023-08-22,SC08,PM,2023-08-22 13:00:00,2023-08-22 21:00:00,TECH02
2023-08-23,SC01,AM,2023-08-23 07:00:00,2023-08-23 15:00:00,TECH03
2023-08-23,SC01,PM,2023-08-23 13:00:00,2023-08-23 21:00:00,TECH13
2023-08-23,SC02,AM,2023-08-23 07:00:00,2023-08-23 15:00:00,TECH13
2023-08-23,SC02,PM,2023-08-23 13:00:00,2023-08-23 21:00:00,TECH13
2023-08-23,SC03,AM,2023-08-23 07:00:00,2023-08-23 15:00:00,TECH18
2023-08-23,SC03,PM,2023-08-23 13:00:00,2023-08-23 21:00:00,TECH16
2023-08-23,SC04,AM,2023-08-23 07:00:00,2023-08-23 15:00:00,TECH02
2023-08-23,SC04,PM,2023-08-23 13:00:00,2023-08-23 21:00:00,TECH01
2023-08-23,SC05,AM,2023-08-23 07:00:00,2023-08-23 15:00:00,TECH06
2023-08-23,SC05,PM,2023-08-23 13:00:00,2023-08-23 21:00:00,TECH03
2023-08-23,SC06,AM,2023-08-23 07:00:00,2023-08-23 15:00:00,TECH16
2023-08-23,SC06,PM,2023-08-23 13:00:00,2023-08-23 21:00:00,TECH14
2023-08-23,SC07,AM,2023-08-23 07:00:00,2023-08-23 15:00:00,TECH11
2023-08-23,SC07,PM,2023-08-23 13:00:00,2023-08-23 21:00:00,TECH19
2023-08-23,SC08,AM,2023-08-23 07:00:00,2023-08-23 15:00:00,TECH04
2023-08-23,SC08,PM,2023-08-23 13:00:00,2023-08-23 21:00:00,TECH17
2023-08-24,SC01,AM,2023-08-24 07:00:00,2023-08-24 15:00:00,TECH02
2023-08-24,SC01,PM,2023-08-24 13:00:00,2023-08-24 21:00:00,TECH08
2023-08-24,SC02,AM,2023-08-24 07:00:00,2023-08-24 15:00:00,TECH07
2023-08-24,SC02,PM,2023-08-24 13:00:00,2023-08-24 21:00:00,TECH19
2023-08-24,SC03,AM,2023-08-24 07:00:00,2023-08-24 15:00:00,TECH16
2023-08-24,SC03,PM,2023-08-24 13:00:00,2023-08-24 21:00:00,TECH09
2023-08-24,SC04,AM,2023-08-24 07:00:00,2023-08-24 15:00:00,TECH02
2023-08-24,SC04,PM,2023-08-24 13:00:00,2023-08-24 21:00:00,TECH03
2023-08-24,SC05,AM,2023-08-24 07:00:00,2023-08-24 15:00:00,TECH09
2023-08-24,SC05,PM,2023-08-24 13:00:00,2023-08-24 21:00:00,TECH18
2023-08-24,SC06,AM,2023-08-24 07:00:00,2023-08-24 15:00:00,TECH19
2023-08-24,SC06,PM,2023-08-24 13:00:00,2023-08-24 21:00:00,TECH02
2023-08-24,SC07,AM,2023-08-24 07:00:00,2023-08-24 15:00:00,TECH06
2023-08-24,SC07,PM,2023-08-24 13:00:00,2023-08-24 21:00:00,TECH11
2023-08-24,SC08,AM,2023-08-24 07:00:00,2023-08-24 15:00:00,TECH01
2023-08-24,SC08,PM,2023-08-24 13:00:00,2023-08-24 21:00:00,TECH07
2023-08-25,SC01,AM,2023-08-25 07:00:00,2023-08-25 15:00:00,TECH19
2023-08-25,SC01,PM,2023-08-25 13:00:00,2023-08-25 21:00:00,TECH05
2023-08-25,SC02,AM,2023-08-25 07:00:00,2023-08-25 15:00:00,TECH13
2023-08-25,SC02,PM,2023-08-25 13:00:00,2023-08-25 21:00:00,TECH03
2023-08-25,SC03,AM,2023-08-25 07:00:00,2023-08-25 15:00:00,TECH10
2023-08-25,SC03,PM,2023-08-25 13:00:00,2023-08-25 21:00:00,TECH06
2023-08-25,SC04,AM,2023-08-25 07:00:00,2023-08-25 15:00:00,TECH19
2023-08-25,SC04,PM,2023-08-25 13:00:00,2023-08-25 21:00:00,TECH08
2023-08-25,SC05,AM,2023-08-25 07:00:00,2023-08-25 15:00:00,TECH19
2023-08-25,SC05,PM,2023-08-25 13:00:00,2023-08-25 21:00:00,TECH13
2023-08-25,SC06,AM,2023-08-25 07:00:00,2023-08-25 15:00:00,TECH18
2023-08-25,SC06,PM,2023-08-25 13:00:00,2023-08-25 21:00:00,TECH11
2023-08-25,SC07,AM,2023-08-25 07:00:00,2023-08-25 15:00:00,TECH13
2023-08-25,SC07,PM,2023-08-25 13:00:00,2023-08-25 21:00:00,TECH05
2023-08-25,SC08,AM,2023-08-25 07:00:00,2023-08-25 15:00:00,TECH03
2023-08-25,SC08,PM,2023-08-25 13:00:00,2023-08-25 21:00:00,TECH17
2023-08-28,SC01,AM,2023-08-28 07:00:00,2023-08-28 15:00:00,TECH12
2023-08-28,SC01,PM,2023-08-28 13:00:00,2023-08-28 21:00:00,TECH02
2023-08-28,SC02,AM,2023-08-28 07:00:00,2023-08-28 15:00:00,TECH04
2023-08-28,SC02,PM,2023-08-28 13:00:00,2023-08-28 21:00:00,TECH14
2023-08-28,SC03,AM,2023-08-28 07:00:00,2023-08-28 15:00:00,TECH08
2023-08-28,SC03,PM,2023-08-28 13:00:00,2023-08-28 21:00:00,TECH03
2023-08-28,SC04,AM,2023-08-28 07:00:00,2023-08-28 15:00:00,TECH11
2023-08-28,SC04,PM,2023-08-28 13:00:00,2023-08-28 21:00:00,TECH20
2023-08-28,SC05,AM,2023-08-28 07:00:00,2023-08-28 15:00:00,TECH20
2023-08-28,SC05,PM,2023-08-28 13:00:00,2023-08-28 21:00:00,TECH20
2023-08-28,SC06,AM,2023-08-28 07:00:00,2023-08-28 15:00:00,TECH13
2023-08-28,SC06,PM,2023-08-28 13:00:00,2023-08-28 21:00:00,TECH11
2023-08-28,SC07,AM,2023-08-28 07:00:00,2023-08-28 15:00:00,TECH01
2023-08-28,SC07,PM,2023-08-28 13:00:00,2023-08-28 21:00:00,TECH09
2023-08-28,SC08,AM,2023-08-28 07:00:00,2023-08-28 15:00:00,TECH15
2023-08-28,SC08,PM,2023-08-28 13:00:00,2023-08-28 21:00:00,TECH16
2023-08-29,SC01,AM,2023-08-29 07:00:00,2023-08-29 15:00:00,TECH08
2023-08-29,SC01,PM,2023-08-29 13:00:00,2023-08-29 21:00:00,TECH12
2023-08-29,SC02,AM,2023-08-29 07:00:00,2023-08-29 15:00:00,TECH18
2023-08-29,SC02,PM,2023-08-29 13:00:00,2023-08-29 21:00:00,TECH13
2023-08-29,SC03,AM,2023-08-29 07:00:00,2023-08-29 15:00:00,TECH14
2023-08-29,SC03,PM,2023-08-29 13:00:00,2023-08-29 21:00:00,TECH06
2023-08-29,SC04,AM,2023-08-29 07:00:00,2023-08-29 15:00:00,TECH19
2023-08-29,SC04,PM,2023-08-29 13:00:00,2023-08-29 21:00:00,TECH13
2023-08-29,SC05,AM,2023-08-29 07:00:00,2023-08-29 15:00:00,TECH03
2023-08-29,SC05,PM,2023-08-29 13:00:00,2023-08-29 21:00:00,TECH20
2023-08-29,SC06,AM,2023-08-29 07:00:00,2023-08-29 15:00:00,TECH10
2023-08-29,SC06,PM,2023-08-29 13:00:00,2023-08-29 21:00:00,TECH08
2023-08-29,SC07,AM,2023-08-29 07:00:00,2023-08-29 15:00:00,TECH03
2023-08-29,SC07,PM,2023-08-29 13:00:00,2023-08-29 21:00:00,TECH03
2023-08-29,SC08,AM,2023-08-29 07:00:00,2023-08-29 15:00:00,TECH09
2023-08-29,SC08,PM,2023-08-29 13:00:00,2023-08-29 21:00:00,TECH05
2023-08-30,SC01,AM,2023-08-30 07:00:00,2023-08-30 15:00:00,TECH13
2023-08-30,SC01,PM,2023-08-30 13:00:00,2023-08-30 21:00:00,TECH05
2023-08-30,SC02,AM,2023-08-30 07:00:00,2023-08-30 15:00:00,TECH13
2023-08-30,SC02,PM,2023-08-30 13:00:00,2023-08-30 21:00:00,TECH11
2023-08-30,SC03,AM,2023-08-30 07:00:00,2023-08-30 15:00:00,TECH12
2023-08-30,SC03,PM,2023-08-30 13:00:00,2023-08-30 21:00:00,TECH04
2023-08-30,SC04,AM,2023-08-30 07:00:00,2023-08-30 15:00:00,TECH03
2023-08-30,SC04,PM,2023-08-30 13:00:00,2023-08-30 21:00:00,TECH01
2023-08-30,SC05,AM,2023-08-30 07:00:00,2023-08-30 15:00:00,TECH10
2023-08-30,SC05,PM,2023-08-30 13:00:00,2023-08-30 21:00:00,TECH15
2023-08-30,SC06,AM,2023-08-30 07:00:00,2023-08-30 15:00:00,TECH12
2023-08-30,SC06,PM,2023-08-30 13:00:00,2023-08-30 21:00:00,TECH09
2023-08-30,SC07,AM,2023-08-30 07:00:00,2023-08-30 15:00:00,TECH04
2023-08-30,SC07,PM,2023-08-30 13:00:00,2023-08-30 21:00:00,TECH05
2023-08-30,SC08,AM,2023-08-30 07:00:00,2023-08-30 15:00:00,TECH03
2023-08-30,SC08,PM,2023-08-30 13:00:00,2023-08-30 21:00:00,TECH06
2023-08-31,SC01,AM,2023-08-31 07:00:00,2023-08-31 15:00:00,TECH14
2023-08-31,SC01,PM,2023-08-31 13:00:00,2023-08-31 21:00:00,TECH15
2023-08-31,SC02,AM,2023-08-31 07:00:00,2023-08-31 15:00:00,TECH18
2023-08-31,SC02,PM,2023-08-31 13:00:00,2023-08-31 21:00:00,TECH18
2023-08-31,SC03,AM,2023-08-31 07:00:00,2023-08-31 15:00:00,TECH17
2023-08-31,SC03,PM,2023-08-31 13:00:00,2023-08-31 21:00:00,TECH14
2023-08-31,SC04,AM,2023-08-31 07:00:00,2023-08-31 15:00:00,TECH04
2023-08-31,SC04,PM,2023-08-31 13:00:00,2023-08-31 21:00:00,TECH01
2023-08-31,SC05,AM,2023-08-31 07:00:00,2023-08-31 15:00:00,TECH03
2023-08-31,SC05,PM,2023-08-31 13:00:00,2023-08-31 21:00:00,TECH12
2023-08-31,SC06,AM,2023-08-31 07:00:00,2023-08-31 15:00:00,TECH18
2023-08-31,SC06,PM,2023-08-31 13:00:00,2023-08-31 21:00:00,TECH03
2023-08-31,SC07,AM,2023-08-31 07:00:00,2023-08-31 15:00:00,TECH20
2023-08-31,SC07,PM,2023-08-31 13:00:00,2023-08-31 21:00:00,TECH20
